county_number,county_name,municipality_number,municipality_name,postal_code,city_name
1084,Region Hovedstaden,157,Gentofte Kommune,2870,Dyssegård
1084,Region Hovedstaden,159,Gladsaxe Kommune,2880,Bagsværd
1084,Region Hovedstaden,163,Herlev Kommune,2880,Bagsværd
1084,Region Hovedstaden,190,Furesø Kommune,2880,Bagsværd
1084,Region Hovedstaden,101,Københavns Kommune,2900,Hellerup
1084,Region Hovedstaden,157,Gentofte Kommune,2900,Hellerup
1084,Region Hovedstaden,157,Gentofte Kommune,2920,Charlottenlund
1084,Region Hovedstaden,157,Gentofte Kommune,2930,Klampenborg
1084,Region Hovedstaden,173,Lyngby-Taarbæk Kommune,2930,Klampenborg
1084,Region Hovedstaden,230,Rudersdal Kommune,2942,Skodsborg
1084,Region Hovedstaden,223,Hørsholm Kommune,2950,Vedbæk
1084,Region Hovedstaden,230,Rudersdal Kommune,2950,Vedbæk
1084,Region Hovedstaden,223,Hørsholm Kommune,2960,Rungsted Kyst
1084,Region Hovedstaden,210,Fredensborg Kommune,2970,Hørsholm
1084,Region Hovedstaden,223,Hørsholm Kommune,2970,Hørsholm
1084,Region Hovedstaden,230,Rudersdal Kommune,2970,Hørsholm
1084,Region Hovedstaden,210,Fredensborg Kommune,2980,Kokkedal
1084,Region Hovedstaden,223,Hørsholm Kommune,2980,Kokkedal
1084,Region Hovedstaden,210,Fredensborg Kommune,2990,Nivå
1084,Region Hovedstaden,217,Helsingør Kommune,3000,Helsingør
1084,Region Hovedstaden,210,Fredensborg Kommune,3050,Humlebæk
1084,Region Hovedstaden,210,Fredensborg Kommune,3060,Espergærde
1084,Region Hovedstaden,217,Helsingør Kommune,3060,Espergærde
1084,Region Hovedstaden,217,Helsingør Kommune,3070,Snekkersten
1084,Region Hovedstaden,217,Helsingør Kommune,3080,Tikøb
1084,Region Hovedstaden,217,Helsingør Kommune,3100,Hornbæk
1084,Region Hovedstaden,270,Gribskov Kommune,3100,Hornbæk
1084,Region Hovedstaden,270,Gribskov Kommune,3120,Dronningmølle
1084,Region Hovedstaden,217,Helsingør Kommune,3140,Ålsgårde
1084,Region Hovedstaden,217,Helsingør Kommune,3150,Hellebæk
1084,Region Hovedstaden,219,Hillerød Kommune,3200,Helsinge
1084,Region Hovedstaden,270,Gribskov Kommune,3200,Helsinge
1084,Region Hovedstaden,270,Gribskov Kommune,3210,Vejby
1084,Region Hovedstaden,270,Gribskov Kommune,3220,Tisvildeleje
1084,Region Hovedstaden,217,Helsingør Kommune,3230,Græsted
1084,Region Hovedstaden,219,Hillerød Kommune,3230,Græsted
1084,Region Hovedstaden,270,Gribskov Kommune,3230,Græsted
1084,Region Hovedstaden,270,Gribskov Kommune,3250,Gilleleje
1084,Region Hovedstaden,260,Halsnæs Kommune,3300,Frederiksværk
1084,Region Hovedstaden,270,Gribskov Kommune,3300,Frederiksværk
1084,Region Hovedstaden,219,Hillerød Kommune,3310,Ølsted
1084,Region Hovedstaden,260,Halsnæs Kommune,3310,Ølsted
1084,Region Hovedstaden,219,Hillerød Kommune,3320,Skævinge
1084,Region Hovedstaden,260,Halsnæs Kommune,3320,Skævinge
1084,Region Hovedstaden,219,Hillerød Kommune,3330,Gørløse
1084,Region Hovedstaden,260,Halsnæs Kommune,3360,Liseleje
1084,Region Hovedstaden,260,Halsnæs Kommune,3370,Melby
1084,Region Hovedstaden,260,Halsnæs Kommune,3390,Hundested
1084,Region Hovedstaden,201,Allerød Kommune,3400,Hillerød
1084,Region Hovedstaden,210,Fredensborg Kommune,3400,Hillerød
1084,Region Hovedstaden,219,Hillerød Kommune,3400,Hillerød
1084,Region Hovedstaden,201,Allerød Kommune,3450,Allerød
1084,Region Hovedstaden,210,Fredensborg Kommune,3450,Allerød
1084,Region Hovedstaden,219,Hillerød Kommune,3450,Allerød
1084,Region Hovedstaden,190,Furesø Kommune,3460,Birkerød
1084,Region Hovedstaden,201,Allerød Kommune,3460,Birkerød
1084,Region Hovedstaden,230,Rudersdal Kommune,3460,Birkerød
1084,Region Hovedstaden,210,Fredensborg Kommune,3480,Fredensborg
1084,Region Hovedstaden,217,Helsingør Kommune,3480,Fredensborg
1084,Region Hovedstaden,219,Hillerød Kommune,3480,Fredensborg
1084,Region Hovedstaden,210,Fredensborg Kommune,3490,Kvistgård
1084,Region Hovedstaden,217,Helsingør Kommune,3490,Kvistgård
1084,Region Hovedstaden,151,Ballerup Kommune,3500,Værløse
1084,Region Hovedstaden,159,Gladsaxe Kommune,3500,Værløse
1084,Region Hovedstaden,173,Lyngby-Taarbæk Kommune,3500,Værløse
1084,Region Hovedstaden,190,Furesø Kommune,3500,Værløse
1084,Region Hovedstaden,240,Egedal Kommune,3500,Værløse
1084,Region Hovedstaden,190,Furesø Kommune,3520,Farum
1084,Region Hovedstaden,201,Allerød Kommune,3520,Farum
1084,Region Hovedstaden,240,Egedal Kommune,3520,Farum
1084,Region Hovedstaden,190,Furesø Kommune,3540,Lynge
1084,Region Hovedstaden,201,Allerød Kommune,3540,Lynge
1084,Region Hovedstaden,219,Hillerød Kommune,3540,Lynge
1084,Region Hovedstaden,240,Egedal Kommune,3540,Lynge
1084,Region Hovedstaden,201,Allerød Kommune,3550,Slangerup
1084,Region Hovedstaden,219,Hillerød Kommune,3550,Slangerup
1084,Region Hovedstaden,240,Egedal Kommune,3550,Slangerup
1084,Region Hovedstaden,250,Frederikssund Kommune,3550,Slangerup
1084,Region Hovedstaden,219,Hillerød Kommune,3600,Frederikssund
1084,Region Hovedstaden,250,Frederikssund Kommune,3600,Frederikssund
1084,Region Hovedstaden,260,Halsnæs Kommune,3600,Frederikssund
1084,Region Hovedstaden,250,Frederikssund Kommune,3630,Jægerspris
1084,Region Hovedstaden,240,Egedal Kommune,3650,Ølstykke
1084,Region Hovedstaden,240,Egedal Kommune,3660,Stenløse
1084,Region Hovedstaden,240,Egedal Kommune,3670,Veksø Sjælland
1085,Region Sjælland,265,Roskilde Kommune,3670,Veksø Sjælland
1084,Region Hovedstaden,400,Bornholm Kommune,3700,Rønne
1084,Region Hovedstaden,400,Bornholm Kommune,3720,Aakirkeby
1084,Region Hovedstaden,400,Bornholm Kommune,3730,Nexø
1084,Region Hovedstaden,400,Bornholm Kommune,3740,Svaneke
1084,Region Hovedstaden,400,Bornholm Kommune,3751,Østermarie
1084,Region Hovedstaden,400,Bornholm Kommune,3760,Gudhjem
1084,Region Hovedstaden,411,Christiansø,3760,Gudhjem
1084,Region Hovedstaden,400,Bornholm Kommune,3770,Allinge
1084,Region Hovedstaden,400,Bornholm Kommune,3782,Klemensker
1084,Region Hovedstaden,400,Bornholm Kommune,3790,Hasle
1084,Region Hovedstaden,169,Høje-Taastrup Kommune,4000,Roskilde
1085,Region Sjælland,265,Roskilde Kommune,4000,Roskilde
1085,Region Sjælland,350,Lejre Kommune,4000,Roskilde
1085,Region Sjælland,253,Greve Kommune,4030,Tune
1085,Region Sjælland,265,Roskilde Kommune,4030,Tune
1085,Region Sjælland,265,Roskilde Kommune,4040,Jyllinge
1084,Region Hovedstaden,250,Frederikssund Kommune,4050,Skibby
1085,Region Sjælland,350,Lejre Kommune,4060,Kirke Såby
1085,Region Sjælland,350,Lejre Kommune,4070,Kirke Hyllinge
1085,Region Sjælland,259,Køge Kommune,4100,Ringsted
1085,Region Sjælland,316,Holbæk Kommune,4100,Ringsted
1085,Region Sjælland,320,Faxe Kommune,4100,Ringsted
1085,Region Sjælland,329,Ringsted Kommune,4100,Ringsted
1085,Region Sjælland,340,Sorø Kommune,4100,Ringsted
1085,Region Sjælland,370,Næstved Kommune,4100,Ringsted
1085,Region Sjælland,259,Køge Kommune,4130,Viby Sjælland
1085,Region Sjælland,265,Roskilde Kommune,4130,Viby Sjælland
1085,Region Sjælland,259,Køge Kommune,4140,Borup
1085,Region Sjælland,265,Roskilde Kommune,4140,Borup
1085,Region Sjælland,329,Ringsted Kommune,4140,Borup
1085,Region Sjælland,320,Faxe Kommune,4160,Herlufmagle
1085,Region Sjælland,370,Næstved Kommune,4160,Herlufmagle
1085,Region Sjælland,370,Næstved Kommune,4171,Glumsø
1085,Region Sjælland,329,Ringsted Kommune,4173,Fjenneslev
1085,Region Sjælland,340,Sorø Kommune,4173,Fjenneslev
1085,Region Sjælland,259,Køge Kommune,4174,Jystrup Midtsj
1085,Region Sjælland,329,Ringsted Kommune,4174,Jystrup Midtsj
1085,Region Sjælland,329,Ringsted Kommune,4180,Sorø
1085,Region Sjælland,330,Slagelse Kommune,4180,Sorø
1085,Region Sjælland,340,Sorø Kommune,4180,Sorø
1085,Region Sjælland,330,Slagelse Kommune,4190,Munke Bjergby
1085,Region Sjælland,340,Sorø Kommune,4190,Munke Bjergby
1085,Region Sjælland,326,Kalundborg Kommune,4200,Slagelse
1085,Region Sjælland,330,Slagelse Kommune,4200,Slagelse
1085,Region Sjælland,340,Sorø Kommune,4200,Slagelse
1085,Region Sjælland,370,Næstved Kommune,4200,Slagelse
1085,Region Sjælland,330,Slagelse Kommune,4220,Korsør
1085,Region Sjælland,330,Slagelse Kommune,4230,Skælskør
1085,Region Sjælland,330,Slagelse Kommune,4241,Vemmelev
1085,Region Sjælland,330,Slagelse Kommune,4242,Boeslunde
1085,Region Sjælland,330,Slagelse Kommune,4243,Rude
1085,Region Sjælland,370,Næstved Kommune,4243,Rude
1085,Region Sjælland,330,Slagelse Kommune,4250,Fuglebjerg
1085,Region Sjælland,370,Næstved Kommune,4250,Fuglebjerg
1085,Region Sjælland,330,Slagelse Kommune,4261,Dalmose
1085,Region Sjælland,370,Næstved Kommune,4261,Dalmose
1085,Region Sjælland,330,Slagelse Kommune,4262,Sandved
1085,Region Sjælland,370,Næstved Kommune,4262,Sandved
1085,Region Sjælland,326,Kalundborg Kommune,4270,Høng
1085,Region Sjælland,330,Slagelse Kommune,4270,Høng
1085,Region Sjælland,326,Kalundborg Kommune,4281,Gørlev
1085,Region Sjælland,326,Kalundborg Kommune,4291,Ruds Vedby
1085,Region Sjælland,340,Sorø Kommune,4291,Ruds Vedby
1085,Region Sjælland,326,Kalundborg Kommune,4293,Dianalund
1085,Region Sjælland,340,Sorø Kommune,4293,Dianalund
1085,Region Sjælland,316,Holbæk Kommune,4295,Stenlille
1085,Region Sjælland,340,Sorø Kommune,4295,Stenlille
1085,Region Sjælland,316,Holbæk Kommune,4296,Nyrup
1085,Region Sjælland,340,Sorø Kommune,4296,Nyrup
1085,Region Sjælland,316,Holbæk Kommune,4300,Holbæk
1085,Region Sjælland,259,Køge Kommune,4320,Lejre
1085,Region Sjælland,265,Roskilde Kommune,4320,Lejre
1085,Region Sjælland,350,Lejre Kommune,4320,Lejre
1085,Region Sjælland,316,Holbæk Kommune,4330,Hvalsø
1085,Region Sjælland,329,Ringsted Kommune,4330,Hvalsø
1085,Region Sjælland,350,Lejre Kommune,4330,Hvalsø
1085,Region Sjælland,316,Holbæk Kommune,4340,Tølløse
1085,Region Sjælland,350,Lejre Kommune,4340,Tølløse
1085,Region Sjælland,316,Holbæk Kommune,4350,Ugerløse
1085,Region Sjælland,316,Holbæk Kommune,4360,Kirke Eskilstrup
1085,Region Sjælland,329,Ringsted Kommune,4360,Kirke Eskilstrup
1085,Region Sjælland,316,Holbæk Kommune,4370,Store Merløse
1085,Region Sjælland,329,Ringsted Kommune,4370,Store Merløse
1085,Region Sjælland,340,Sorø Kommune,4370,Store Merløse
1085,Region Sjælland,316,Holbæk Kommune,4390,Vipperød
1085,Region Sjælland,326,Kalundborg Kommune,4400,Kalundborg
1085,Region Sjælland,316,Holbæk Kommune,4420,Regstrup
1085,Region Sjælland,316,Holbæk Kommune,4440,Mørkøv
1085,Region Sjælland,316,Holbæk Kommune,4450,Jyderup
1085,Region Sjælland,326,Kalundborg Kommune,4450,Jyderup
1085,Region Sjælland,316,Holbæk Kommune,4460,Snertinge
1085,Region Sjælland,326,Kalundborg Kommune,4460,Snertinge
1085,Region Sjælland,316,Holbæk Kommune,4470,Svebølle
1085,Region Sjælland,326,Kalundborg Kommune,4470,Svebølle
1085,Region Sjælland,326,Kalundborg Kommune,4480,Store Fuglede
1085,Region Sjælland,326,Kalundborg Kommune,4490,Jerslev Sjælland
1085,Region Sjælland,306,Odsherred Kommune,4500,Nykøbing Sj
1085,Region Sjælland,316,Holbæk Kommune,4520,Svinninge
1085,Region Sjælland,316,Holbæk Kommune,4532,Gislinge
1085,Region Sjælland,306,Odsherred Kommune,4534,Hørve
1085,Region Sjælland,326,Kalundborg Kommune,4534,Hørve
1085,Region Sjælland,306,Odsherred Kommune,4540,Fårevejle
1085,Region Sjælland,306,Odsherred Kommune,4550,Asnæs
1085,Region Sjælland,306,Odsherred Kommune,4560,Vig
1085,Region Sjælland,306,Odsherred Kommune,4571,Grevinge
1085,Region Sjælland,306,Odsherred Kommune,4572,Nørre Asmindrup
1085,Region Sjælland,306,Odsherred Kommune,4573,Højby
1085,Region Sjælland,306,Odsherred Kommune,4581,Rørvig
1085,Region Sjælland,306,Odsherred Kommune,4583,Sjællands Odde
1085,Region Sjælland,306,Odsherred Kommune,4591,Føllenslev
1085,Region Sjælland,326,Kalundborg Kommune,4591,Føllenslev
1085,Region Sjælland,326,Kalundborg Kommune,4592,Sejerø
1085,Region Sjælland,326,Kalundborg Kommune,4593,Eskebjerg
1085,Region Sjælland,259,Køge Kommune,4600,Køge
1085,Region Sjælland,336,Stevns Kommune,4600,Køge
1085,Region Sjælland,265,Roskilde Kommune,4621,Gadstrup
1085,Region Sjælland,265,Roskilde Kommune,4622,Havdrup
1085,Region Sjælland,269,Solrød Kommune,4622,Havdrup
1085,Region Sjælland,259,Køge Kommune,4623,Lille Skensved
1085,Region Sjælland,265,Roskilde Kommune,4623,Lille Skensved
1085,Region Sjælland,269,Solrød Kommune,4623,Lille Skensved
1085,Region Sjælland,259,Køge Kommune,4632,Bjæverskov
1085,Region Sjælland,320,Faxe Kommune,4640,Faxe
1085,Region Sjælland,370,Næstved Kommune,4640,Faxe
1085,Region Sjælland,320,Faxe Kommune,4652,Hårlev
1085,Region Sjælland,336,Stevns Kommune,4652,Hårlev
1085,Region Sjælland,320,Faxe Kommune,4653,Karise
1085,Region Sjælland,336,Stevns Kommune,4653,Karise
1085,Region Sjælland,320,Faxe Kommune,4654,Faxe Ladeplads
1085,Region Sjælland,336,Stevns Kommune,4660,Store Heddinge
1085,Region Sjælland,336,Stevns Kommune,4671,Strøby
1085,Region Sjælland,336,Stevns Kommune,4672,Klippinge
1085,Region Sjælland,336,Stevns Kommune,4673,Rødvig Stevns
1085,Region Sjælland,259,Køge Kommune,4681,Herfølge
1085,Region Sjælland,259,Køge Kommune,4682,Tureby
1085,Region Sjælland,320,Faxe Kommune,4682,Tureby
1085,Region Sjælland,336,Stevns Kommune,4682,Tureby
1085,Region Sjælland,320,Faxe Kommune,4683,Rønnede
1085,Region Sjælland,370,Næstved Kommune,4683,Rønnede
1085,Region Sjælland,320,Faxe Kommune,4684,Holmegaard
1085,Region Sjælland,370,Næstved Kommune,4684,Holmegaard
1085,Region Sjælland,320,Faxe Kommune,4690,Haslev
1085,Region Sjælland,329,Ringsted Kommune,4690,Haslev
1085,Region Sjælland,370,Næstved Kommune,4690,Haslev
1085,Region Sjælland,370,Næstved Kommune,4700,Næstved
1085,Region Sjælland,390,Vordingborg Kommune,4720,Præstø
1085,Region Sjælland,320,Faxe Kommune,4733,Tappernøje
1085,Region Sjælland,370,Næstved Kommune,4733,Tappernøje
1085,Region Sjælland,390,Vordingborg Kommune,4733,Tappernøje
1085,Region Sjælland,390,Vordingborg Kommune,4735,Mern
1085,Region Sjælland,370,Næstved Kommune,4736,Karrebæksminde
1085,Region Sjælland,370,Næstved Kommune,4750,Lundby
1085,Region Sjælland,390,Vordingborg Kommune,4750,Lundby
1085,Region Sjælland,390,Vordingborg Kommune,4760,Vordingborg
1085,Region Sjælland,390,Vordingborg Kommune,4771,Kalvehave
1085,Region Sjælland,390,Vordingborg Kommune,4772,Langebæk
1085,Region Sjælland,390,Vordingborg Kommune,4773,Stensved
1085,Region Sjælland,390,Vordingborg Kommune,4780,Stege
1085,Region Sjælland,390,Vordingborg Kommune,4791,Borre
1085,Region Sjælland,390,Vordingborg Kommune,4792,Askeby
1085,Region Sjælland,390,Vordingborg Kommune,4793,Bogø By
1085,Region Sjælland,376,Guldborgsund Kommune,4800,Nykøbing F
1085,Region Sjælland,376,Guldborgsund Kommune,4840,Nørre Alslev
1085,Region Sjælland,376,Guldborgsund Kommune,4850,Stubbekøbing
1085,Region Sjælland,376,Guldborgsund Kommune,4862,Guldborg
1085,Region Sjælland,376,Guldborgsund Kommune,4863,Eskilstrup
1085,Region Sjælland,376,Guldborgsund Kommune,4871,Horbelev
1085,Region Sjælland,376,Guldborgsund Kommune,4872,Idestrup
1085,Region Sjælland,376,Guldborgsund Kommune,4873,Væggerløse
1085,Region Sjælland,376,Guldborgsund Kommune,4874,Gedser
1085,Region Sjælland,376,Guldborgsund Kommune,4880,Nysted
1085,Region Sjælland,376,Guldborgsund Kommune,4891,Toreby L
1085,Region Sjælland,376,Guldborgsund Kommune,4892,Kettinge
1085,Region Sjælland,360,Lolland Kommune,4894,Øster Ulslev
1085,Region Sjælland,376,Guldborgsund Kommune,4894,Øster Ulslev
1085,Region Sjælland,360,Lolland Kommune,4895,Errindlev
1085,Region Sjælland,360,Lolland Kommune,4900,Nakskov
1085,Region Sjælland,360,Lolland Kommune,4912,Harpelunde
1085,Region Sjælland,360,Lolland Kommune,4913,Horslunde
1085,Region Sjælland,360,Lolland Kommune,4920,Søllested
1085,Region Sjælland,360,Lolland Kommune,4930,Maribo
1085,Region Sjælland,376,Guldborgsund Kommune,4930,Maribo
1085,Region Sjælland,360,Lolland Kommune,4941,Bandholm
1085,Region Sjælland,360,Lolland Kommune,4943,Torrig L
1085,Region Sjælland,360,Lolland Kommune,4944,Fejø
1085,Region Sjælland,360,Lolland Kommune,4951,Nørreballe
1085,Region Sjælland,360,Lolland Kommune,4952,Stokkemarke
1085,Region Sjælland,360,Lolland Kommune,4953,Vesterborg
1085,Region Sjælland,360,Lolland Kommune,4960,Holeby
1085,Region Sjælland,360,Lolland Kommune,4970,Rødby
1085,Region Sjælland,360,Lolland Kommune,4983,Dannemare
1085,Region Sjælland,376,Guldborgsund Kommune,4990,Sakskøbing
1083,Region Syddanmark,461,Odense Kommune,5000,Odense C
1083,Region Syddanmark,461,Odense Kommune,5200,Odense V
1083,Region Syddanmark,461,Odense Kommune,5210,Odense NV
1083,Region Syddanmark,461,Odense Kommune,5220,Odense SØ
1083,Region Syddanmark,461,Odense Kommune,5230,Odense M
1083,Region Syddanmark,461,Odense Kommune,5240,Odense NØ
1083,Region Syddanmark,461,Odense Kommune,5250,Odense SV
1083,Region Syddanmark,461,Odense Kommune,5260,Odense S
1083,Region Syddanmark,461,Odense Kommune,5270,Odense N
1083,Region Syddanmark,480,Nordfyns Kommune,5270,Odense N
1083,Region Syddanmark,440,Kerteminde Kommune,5290,Marslev
1083,Region Syddanmark,440,Kerteminde Kommune,5300,Kerteminde
1083,Region Syddanmark,461,Odense Kommune,5320,Agedrup
1083,Region Syddanmark,440,Kerteminde Kommune,5330,Munkebo
1083,Region Syddanmark,461,Odense Kommune,5330,Munkebo
1083,Region Syddanmark,440,Kerteminde Kommune,5350,Rynkeby
1083,Region Syddanmark,440,Kerteminde Kommune,5370,Mesinge
1083,Region Syddanmark,440,Kerteminde Kommune,5380,Dalby
1083,Region Syddanmark,440,Kerteminde Kommune,5390,Martofte
1083,Region Syddanmark,480,Nordfyns Kommune,5400,Bogense
1083,Region Syddanmark,480,Nordfyns Kommune,5450,Otterup
1083,Region Syddanmark,480,Nordfyns Kommune,5462,Morud
1083,Region Syddanmark,410,Middelfart Kommune,5463,Harndrup
1083,Region Syddanmark,410,Middelfart Kommune,5464,Brenderup Fyn
1083,Region Syddanmark,410,Middelfart Kommune,5466,Asperup
1083,Region Syddanmark,480,Nordfyns Kommune,5471,Søndersø
1083,Region Syddanmark,480,Nordfyns Kommune,5474,Veflinge
1083,Region Syddanmark,480,Nordfyns Kommune,5485,Skamby
1083,Region Syddanmark,461,Odense Kommune,5491,Blommenslyst
1083,Region Syddanmark,480,Nordfyns Kommune,5491,Blommenslyst
1083,Region Syddanmark,420,Assens Kommune,5492,Vissenbjerg
1083,Region Syddanmark,461,Odense Kommune,5492,Vissenbjerg
1083,Region Syddanmark,480,Nordfyns Kommune,5492,Vissenbjerg
1083,Region Syddanmark,410,Middelfart Kommune,5500,Middelfart
1083,Region Syddanmark,440,Kerteminde Kommune,5540,Ullerslev
1083,Region Syddanmark,450,Nyborg Kommune,5540,Ullerslev
1083,Region Syddanmark,430,Faaborg-Midtfyn Kommune,5550,Langeskov
1083,Region Syddanmark,440,Kerteminde Kommune,5550,Langeskov
1083,Region Syddanmark,450,Nyborg Kommune,5550,Langeskov
1083,Region Syddanmark,410,Middelfart Kommune,5560,Aarup
1083,Region Syddanmark,420,Assens Kommune,5560,Aarup
1083,Region Syddanmark,480,Nordfyns Kommune,5560,Aarup
1083,Region Syddanmark,410,Middelfart Kommune,5580,Nørre Aaby
1083,Region Syddanmark,410,Middelfart Kommune,5591,Gelsted
1083,Region Syddanmark,410,Middelfart Kommune,5592,Ejby
1083,Region Syddanmark,430,Faaborg-Midtfyn Kommune,5600,Faaborg
1083,Region Syddanmark,420,Assens Kommune,5610,Assens
1083,Region Syddanmark,420,Assens Kommune,5620,Glamsbjerg
1083,Region Syddanmark,420,Assens Kommune,5631,Ebberup
1083,Region Syddanmark,420,Assens Kommune,5642,Millinge
1083,Region Syddanmark,430,Faaborg-Midtfyn Kommune,5642,Millinge
1083,Region Syddanmark,430,Faaborg-Midtfyn Kommune,5672,Broby
1083,Region Syddanmark,420,Assens Kommune,5683,Haarby
1083,Region Syddanmark,420,Assens Kommune,5690,Tommerup
1083,Region Syddanmark,479,Svendborg Kommune,5700,Svendborg
1083,Region Syddanmark,430,Faaborg-Midtfyn Kommune,5750,Ringe
1083,Region Syddanmark,430,Faaborg-Midtfyn Kommune,5762,Vester Skerninge
1083,Region Syddanmark,479,Svendborg Kommune,5762,Vester Skerninge
1083,Region Syddanmark,430,Faaborg-Midtfyn Kommune,5771,Stenstrup
1083,Region Syddanmark,479,Svendborg Kommune,5771,Stenstrup
1083,Region Syddanmark,430,Faaborg-Midtfyn Kommune,5772,Kværndrup
1083,Region Syddanmark,479,Svendborg Kommune,5772,Kværndrup
1083,Region Syddanmark,430,Faaborg-Midtfyn Kommune,5792,Årslev
1083,Region Syddanmark,450,Nyborg Kommune,5800,Nyborg
1083,Region Syddanmark,430,Faaborg-Midtfyn Kommune,5853,Ørbæk
1083,Region Syddanmark,450,Nyborg Kommune,5853,Ørbæk
1083,Region Syddanmark,430,Faaborg-Midtfyn Kommune,5854,Gislev
1083,Region Syddanmark,479,Svendborg Kommune,5854,Gislev
1083,Region Syddanmark,430,Faaborg-Midtfyn Kommune,5856,Ryslinge
1083,Region Syddanmark,430,Faaborg-Midtfyn Kommune,5863,Ferritslev Fyn
1083,Region Syddanmark,440,Kerteminde Kommune,5863,Ferritslev Fyn
1083,Region Syddanmark,450,Nyborg Kommune,5871,Frørup
1083,Region Syddanmark,450,Nyborg Kommune,5874,Hesselager
1083,Region Syddanmark,479,Svendborg Kommune,5874,Hesselager
1083,Region Syddanmark,479,Svendborg Kommune,5881,Skårup Fyn
1083,Region Syddanmark,479,Svendborg Kommune,5882,Vejstrup
1083,Region Syddanmark,479,Svendborg Kommune,5883,Oure
1083,Region Syddanmark,479,Svendborg Kommune,5884,Gudme
1083,Region Syddanmark,479,Svendborg Kommune,5892,Gudbjerg Sydfyn
1083,Region Syddanmark,482,Langeland Kommune,5900,Rudkøbing
1083,Region Syddanmark,482,Langeland Kommune,5932,Humble
1083,Region Syddanmark,482,Langeland Kommune,5935,Bagenkop
1083,Region Syddanmark,482,Langeland Kommune,5953,Tranekær
1083,Region Syddanmark,492,Ærø Kommune,5960,Marstal
1083,Region Syddanmark,492,Ærø Kommune,5970,Ærøskøbing
1083,Region Syddanmark,492,Ærø Kommune,5985,Søby Ærø
1083,Region Syddanmark,621,Kolding Kommune,6000,Kolding
1083,Region Syddanmark,621,Kolding Kommune,6040,Egtved
1083,Region Syddanmark,630,Vejle Kommune,6040,Egtved
1083,Region Syddanmark,621,Kolding Kommune,6051,Almind
1083,Region Syddanmark,621,Kolding Kommune,6052,Viuf
1083,Region Syddanmark,630,Vejle Kommune,6052,Viuf
1083,Region Syddanmark,621,Kolding Kommune,6064,Jordrup
1083,Region Syddanmark,510,Haderslev Kommune,6070,Christiansfeld
1083,Region Syddanmark,621,Kolding Kommune,6070,Christiansfeld
1083,Region Syddanmark,621,Kolding Kommune,6091,Bjert
1083,Region Syddanmark,621,Kolding Kommune,6092,Sønder Stenderup
1083,Region Syddanmark,621,Kolding Kommune,6093,Sjølund
1083,Region Syddanmark,510,Haderslev Kommune,6094,Hejls
1083,Region Syddanmark,621,Kolding Kommune,6094,Hejls
1083,Region Syddanmark,510,Haderslev Kommune,6100,Haderslev
1083,Region Syddanmark,621,Kolding Kommune,6100,Haderslev
1083,Region Syddanmark,580,Aabenraa Kommune,6200,Aabenraa
1083,Region Syddanmark,580,Aabenraa Kommune,6230,Rødekro
1083,Region Syddanmark,550,Tønder Kommune,6240,Løgumkloster
1083,Region Syddanmark,550,Tønder Kommune,6261,Bredebro
1083,Region Syddanmark,550,Tønder Kommune,6270,Tønder
1083,Region Syddanmark,550,Tønder Kommune,6280,Højer
1083,Region Syddanmark,540,Sønderborg Kommune,6300,Gråsten
1083,Region Syddanmark,540,Sønderborg Kommune,6310,Broager
1083,Region Syddanmark,540,Sønderborg Kommune,6320,Egernsund
1083,Region Syddanmark,580,Aabenraa Kommune,6330,Padborg
1083,Region Syddanmark,580,Aabenraa Kommune,6340,Kruså
1083,Region Syddanmark,580,Aabenraa Kommune,6360,Tinglev
1083,Region Syddanmark,580,Aabenraa Kommune,6372,Bylderup-Bov
1083,Region Syddanmark,580,Aabenraa Kommune,6392,Bolderslev
1083,Region Syddanmark,540,Sønderborg Kommune,6400,Sønderborg
1083,Region Syddanmark,540,Sønderborg Kommune,6430,Nordborg
1083,Region Syddanmark,621,Kolding Kommune,6430,Nordborg
1083,Region Syddanmark,540,Sønderborg Kommune,6440,Augustenborg
1083,Region Syddanmark,540,Sønderborg Kommune,6470,Sydals
1083,Region Syddanmark,510,Haderslev Kommune,6500,Vojens
1083,Region Syddanmark,510,Haderslev Kommune,6510,Gram
1083,Region Syddanmark,510,Haderslev Kommune,6520,Toftlund
1083,Region Syddanmark,550,Tønder Kommune,6520,Toftlund
1083,Region Syddanmark,510,Haderslev Kommune,6534,Agerskov
1083,Region Syddanmark,550,Tønder Kommune,6534,Agerskov
1083,Region Syddanmark,580,Aabenraa Kommune,6534,Agerskov
1083,Region Syddanmark,550,Tønder Kommune,6535,Branderup J
1083,Region Syddanmark,510,Haderslev Kommune,6541,Bevtoft
1083,Region Syddanmark,550,Tønder Kommune,6541,Bevtoft
1083,Region Syddanmark,510,Haderslev Kommune,6560,Sommersted
1083,Region Syddanmark,621,Kolding Kommune,6560,Sommersted
1083,Region Syddanmark,621,Kolding Kommune,6580,Vamdrup
1083,Region Syddanmark,575,Vejen Kommune,6600,Vejen
1083,Region Syddanmark,575,Vejen Kommune,6621,Gesten
1083,Region Syddanmark,575,Vejen Kommune,6622,Bække
1083,Region Syddanmark,530,Billund Kommune,6623,Vorbasse
1083,Region Syddanmark,575,Vejen Kommune,6623,Vorbasse
1083,Region Syddanmark,630,Vejle Kommune,6623,Vorbasse
1083,Region Syddanmark,510,Haderslev Kommune,6630,Rødding
1083,Region Syddanmark,575,Vejen Kommune,6630,Rødding
