FID,wkb_geometry,long,lat,name,vejnavn,husnr,address,chargeType,betalingszone,ladestandertype,antal_udtag,operator,bem
elbil_ladestander.195,MULTIPOINT ((12.551196564171486 55.70588850289057)),12.55119656,55.7058885,Sigynsgade elbil_ladestander.195,Sigynsgade,64,Sigynsgade 64,Uden for betalingszonen 11kW,Uden for betalingszonen,11kW,2,E.On Danmark,Afventer opstilling
elbil_ladestander.196,MULTIPOINT ((12.567609108189334 55.68688642956372)),12.56760911,55.68688643,Bartholinsgade elbil_ladestander.196,Bartholinsgade,,Bartholinsgade , ,,,2,,Afventer opstilling
elbil_ladestander.197,MULTIPOINT ((12.539958369456231 55.664160424199395)),12.53995837,55.66416042,Angelgade elbil_ladestander.197,Angelgade,3,Angelgade 3, ,,,2,,Afventer opstilling
elbil_ladestander.198,MULTIPOINT ((12.560072317733347 55.67608710478112)),12.56007232,55.6760871,Herholdtsgade elbil_ladestander.198,Herholdtsgade,,Herholdtsgade ,Grøn betalingszone 11kW,Grøn betalingszone,11kW,2,E.On Danmark,Afventer opstilling
elbil_ladestander.199,MULTIPOINT ((12.560159748288537 55.67607964888865)),12.56015975,55.67607965,Herholdtsgade elbil_ladestander.199,Herholdtsgade,,Herholdtsgade ,Grøn betalingszone 11kW,Grøn betalingszone,11kW,2,E.On Danmark,Afventer opstilling
elbil_ladestander.200,MULTIPOINT ((12.567698806065199 55.68683569152612)),12.56769881,55.68683569,Bartholinsgade elbil_ladestander.200,Bartholinsgade,9,Bartholinsgade 9, ,,,2,,Afventer opstilling
elbil_ladestander.201,MULTIPOINT ((12.567655253134275 55.68686075371264)),12.56765525,55.68686075,Bartholinsgade elbil_ladestander.201,Bartholinsgade,9,Bartholinsgade 9, ,,,2,,Afventer opstilling
elbil_ladestander.202,MULTIPOINT ((12.539769997485681 55.66418815277526)),12.53977,55.66418815,Angelgade elbil_ladestander.202,Angelgade,2,Angelgade 2, ,,,2,,Afventer opstilling
elbil_ladestander.203,MULTIPOINT ((12.539855683520432 55.66417728050767)),12.53985568,55.66417728,Angelgade elbil_ladestander.203,Angelgade,3,Angelgade 3, ,,,2,,Afventer opstilling
elbil_ladestander.204,MULTIPOINT ((12.526295741142738 55.647600488928425)),12.52629574,55.64760049,Hammelstrupvej elbil_ladestander.204,Hammelstrupvej,,Hammelstrupvej , ,,,2,E.On Danmark,
elbil_ladestander.205,MULTIPOINT ((12.530839374934832 55.699663807707296)),12.53083937,55.69966381,Vibevej elbil_ladestander.205,Vibevej,,Vibevej , ,,,2,,Afventer opstilling
elbil_ladestander.206,MULTIPOINT ((12.560235356457829 55.6760737655467)),12.56023536,55.67607377,Herholdtsgade elbil_ladestander.206,Herholdtsgade,,Herholdtsgade ,Grøn betalingszone 11kW,Grøn betalingszone,11kW,2,E.On Danmark,Afventer opstilling
elbil_ladestander.207,MULTIPOINT ((12.58898448828597 55.700058721032086)),12.58898449,55.70005872,Holsteinsgade elbil_ladestander.207,Holsteinsgade,57,Holsteinsgade 57,Blå betalingszone 11kW,Blå betalingszone,11kW,2,E.On Danmark,Afventer opstilling
elbil_ladestander.208,MULTIPOINT ((12.636425848380643 55.64539542790406)),12.63642585,55.64539543,Hedegaardsvej elbil_ladestander.208,Hedegaardsvej,,Hedegaardsvej , ,,,2,,Afventer opstilling
elbil_ladestander.209,MULTIPOINT ((12.540782243081829 55.69253597457196)),12.54078224,55.69253597,Stefansgade elbil_ladestander.209,Stefansgade,,Stefansgade , ,,,2,,Afventer opstilling
elbil_ladestander.210,MULTIPOINT ((12.607985397616417 55.639352136072304)),12.6079854,55.63935214,Irlandsvej elbil_ladestander.210,Irlandsvej,,Irlandsvej , ,,,2,,Afventer opstilling
elbil_ladestander.211,MULTIPOINT ((12.553202434403914 55.68949681933135)),12.55320243,55.68949682,Kapelvej elbil_ladestander.211,Kapelvej,,Kapelvej , ,,,2,,Afventer opstilling
elbil_ladestander.212,MULTIPOINT ((12.58689948099162 55.693346559290426)),12.58689948,55.69334656,Bergensgade elbil_ladestander.212,Bergensgade,1,Bergensgade 1,Grøn betalingszone ,Grøn betalingszone,,2,E.On Danmark,
elbil_ladestander.213,MULTIPOINT ((12.61759695859533 55.65447550967981)),12.61759696,55.65447551,Elbagade elbil_ladestander.213,Elbagade,73,Elbagade 73, ,,,2,,Afventer opstilling
elbil_ladestander.214,MULTIPOINT ((12.617663841300452 55.65448706722462)),12.61766384,55.65448707,Elbagade elbil_ladestander.214,Elbagade,73,Elbagade 73, ,,,2,,Afventer opstilling
elbil_ladestander.215,MULTIPOINT ((12.557531351658705 55.665381973890156)),12.55753135,55.66538197,Dybbølsgade elbil_ladestander.215,Dybbølsgade,9,Dybbølsgade 9, ,,,2,,Afventer opstilling
elbil_ladestander.216,MULTIPOINT ((12.557612472488868 55.6653662891818)),12.55761247,55.66536629,Dybbølsgade elbil_ladestander.216,Dybbølsgade,9,Dybbølsgade 9, 22kW,,22kW,2,CLEVER A/S,
elbil_ladestander.217,MULTIPOINT ((12.563110598197998 55.69186625312327)),12.5631106,55.69186625,Blegdamsvej elbil_ladestander.217,Blegdamsvej,12A,Blegdamsvej 12A, ,,,2,CLEVER A/S,
elbil_ladestander.218,MULTIPOINT ((12.541227445149739 55.71134904864154)),12.54122745,55.71134905,Bispebjerg Bakke elbil_ladestander.218,Bispebjerg Bakke,19,Bispebjerg Bakke 19, ,,,2,,Afventer opstilling
elbil_ladestander.219,MULTIPOINT ((12.54131460212357 55.711383763469854)),12.5413146,55.71138376,Bispebjerg Bakke elbil_ladestander.219,Bispebjerg Bakke,19,Bispebjerg Bakke 19, ,,,2,,Afventer opstilling
elbil_ladestander.220,MULTIPOINT ((12.598223481102833 55.6766629296956)),12.59822348,55.67666293,Bodenhoffs Plads elbil_ladestander.220,Bodenhoffs Plads,2,Bodenhoffs Plads 2, ,,,2,,Opstillet 1. juli 2015
elbil_ladestander.221,MULTIPOINT ((12.519161413670313 55.66705432545667)),12.51916141,55.66705433,Bykildevej elbil_ladestander.221,Bykildevej,6,Bykildevej 6, ,,,2,E.On Danmark,Afventer opstilling
elbil_ladestander.222,MULTIPOINT ((12.519155282958039 55.66701433777407)),12.51915528,55.66701434,Bykildevej elbil_ladestander.222,Bykildevej,4,Bykildevej 4, ,,,2,E.On Danmark,Afventer opstilling
elbil_ladestander.223,MULTIPOINT ((12.519150882651623 55.66697477856127)),12.51915088,55.66697478,Byildevej elbil_ladestander.223,Byildevej,4,Byildevej 4, ,,,2,E.On Danmark,Afventer opstilling
elbil_ladestander.224,MULTIPOINT ((12.565394543690603 55.711448151931435)),12.56539454,55.71144815,Bryggervangen elbil_ladestander.224,Bryggervangen,39,Bryggervangen 39, ,,,2,,
elbil_ladestander.225,MULTIPOINT ((12.565421955694946 55.7114842084849)),12.56542196,55.71148421,Bryggervangen elbil_ladestander.225,Bryggervangen,39,Bryggervangen 39, ,,,2,,
elbil_ladestander.226,MULTIPOINT ((12.526673210299283 55.65209512600917)),12.52667321,55.65209513,Carl Jacobsens Vej elbil_ladestander.226,Carl Jacobsens Vej,,Carl Jacobsens Vej , ,,,2,,
elbil_ladestander.227,MULTIPOINT ((12.526770699665567 55.65210431863413)),12.5267707,55.65210432,Carl Jacobsens Vej elbil_ladestander.227,Carl Jacobsens Vej,,Carl Jacobsens Vej , ,,,2,,
elbil_ladestander.228,MULTIPOINT ((12.541417813576757 55.71142617494832)),12.54141781,55.71142617,Bispebjerg Bakke elbil_ladestander.228,Bispebjerg Bakke,19,Bispebjerg Bakke 19, ,,,2,,
elbil_ladestander.229,MULTIPOINT ((12.57529798709701 55.70840352420167)),12.57529799,55.70840352,Borgmester Jensens Alle elbil_ladestander.229,Borgmester Jensens Alle,2,Borgmester Jensens Alle 2,Blå betalingszone 11kW,Blå betalingszone,11kW,2,E.On Danmark,
elbil_ladestander.230,MULTIPOINT ((12.575244606487846 55.708370630094024)),12.57524461,55.70837063,Borgmester Jensens Alle elbil_ladestander.230,Borgmester Jensens Alle,2,Borgmester Jensens Alle 2,Blå betalingszone 11kW,Blå betalingszone,11kW,2,E.On Danmark,
elbil_ladestander.231,MULTIPOINT ((12.51490926743561 55.66416687026945)),12.51490927,55.66416687,Mellemtoftevej elbil_ladestander.231,Mellemtoftevej,6,Mellemtoftevej 6,Uden for betalingszonen 11kW,Uden for betalingszonen,11kW,2,E.On Danmark,
elbil_ladestander.232,MULTIPOINT ((12.514799594502676 55.664241315078925)),12.51479959,55.66424132,Mellemtoftevej elbil_ladestander.232,Mellemtoftevej,8,Mellemtoftevej 8,Uden for betalingszonen 11kW,Uden for betalingszonen,11kW,2,E.On Danmark,
elbil_ladestander.233,MULTIPOINT ((12.558021293786414 55.70751932384826)),12.55802129,55.70751932,Rønnegade elbil_ladestander.233,Rønnegade,7,Rønnegade 7,Uden for betalingszonen 11kW,Uden for betalingszonen,11kW,2,E.On Danmark,Privat fællesvej
elbil_ladestander.234,MULTIPOINT ((12.498360862210468 55.70513793957358)),12.49836086,55.70513794,Brønshøj Kirkevej elbil_ladestander.234,Brønshøj Kirkevej,,Brønshøj Kirkevej ,Uden for betalingszonen 11kW,Uden for betalingszonen,11kW,2,E.On Danmark,Afventer opstilling
elbil_ladestander.235,MULTIPOINT ((12.498386920619048 55.70507634574266)),12.49838692,55.70507635,Brønshøj Kirkevej elbil_ladestander.235,Brønshøj Kirkevej,,Brønshøj Kirkevej ,Uden for betalingszonen 11kW,Uden for betalingszonen,11kW,2,E.On Danmark,Afventer opstilling
elbil_ladestander.236,MULTIPOINT ((12.569244029662434 55.67089324980703)),12.56924403,55.67089325,Stoltenbergsgade elbil_ladestander.236,Stoltenbergsgade,,Stoltenbergsgade ,Grøn betalingszone 22kW,Grøn betalingszone,22kW,2,E.On Danmark,
elbil_ladestander.237,MULTIPOINT ((12.588895452749842 55.700037353937454)),12.58889545,55.70003735,Holsteinsgade elbil_ladestander.237,Holsteinsgade,57,Holsteinsgade 57,Blå betalingszone 11kW,Blå betalingszone,11kW,2,E.On Danmark,Afventer opstilling
elbil_ladestander.238,MULTIPOINT ((12.546279383602123 55.6928006521337)),12.54627938,55.69280065,Husumgade elbil_ladestander.238,Husumgade,4,Husumgade 4,Uden for betalingszonen 11kW,Uden for betalingszonen,11kW,2,E.On Danmark,Afventer opstilling
elbil_ladestander.239,MULTIPOINT ((12.54622757249724 55.69283534200312)),12.54622757,55.69283534,Husumgade elbil_ladestander.239,Husumgade,4,Husumgade 4,Uden for betalingszonen 11kW,Uden for betalingszonen,11kW,2,E.ON Danmark,Afventer opstilling
elbil_ladestander.240,MULTIPOINT ((12.580964650231113 55.62953870896059)),12.58096465,55.62953871,Kay Fiskers Plads elbil_ladestander.240,Kay Fiskers Plads,,Kay Fiskers Plads ,Uden for betalingszonen 11kW,Uden for betalingszonen,11kW,2,E.On Danmark,Afventer opstilling
elbil_ladestander.241,MULTIPOINT ((12.631430644804187 55.656631918257474)),12.63143064,55.65663192,Roselillevej elbil_ladestander.241,Roselillevej,,Roselillevej ,Uden for betalingszonen 11kW,Uden for betalingszonen,11kW,2,E.On Danmark,Afventer opstilling
elbil_ladestander.242,MULTIPOINT ((12.631456856703469 55.65658626941777)),12.63145686,55.65658627,Roselillevej elbil_ladestander.242,Roselillevej,,Roselillevej ,Uden for betalingszonen 11kW,Uden for betalingszonen,11kW,2,E.On Danmark,Afventer opstilling
elbil_ladestander.243,MULTIPOINT ((12.56081391320997 55.67419451421131)),12.56081391,55.67419451,Trommesalen elbil_ladestander.243,Trommesalen,2,Trommesalen 2,Grøn betalingszone 11kW,Grøn betalingszone,11kW,2,E.On Danmark,Afventer opstilling
elbil_ladestander.244,MULTIPOINT ((12.560840664949557 55.67415378372752)),12.56084066,55.67415378,Trommesalen elbil_ladestander.244,Trommesalen,2,Trommesalen 2,Grøn betalingszone 11kW,Grøn betalingszone,11kW,2,E.On Danmark,Afventer opstilling
elbil_ladestander.245,MULTIPOINT ((12.617182543907111 55.66122752658986)),12.61718254,55.66122753,Østrigsgade elbil_ladestander.245,Østrigsgade,50,Østrigsgade 50,Uden for betalingszonen 11kW,Uden for betalingszonen,11kW,2,E.On Danmark,Afventer opstilling
elbil_ladestander.246,MULTIPOINT ((12.617203418831341 55.66117097428338)),12.61720342,55.66117097,Østrigsgade elbil_ladestander.246,Østrigsgade,50,Østrigsgade 50,Uden for betalingszonen 11kW,Uden for betalingszonen,11kW,2,E.On Danmark,Afventer opstilling
elbil_ladestander.247,MULTIPOINT ((12.578065893249049 55.671502189818675)),12.57806589,55.67150219,Christians Brygge elbil_ladestander.247,Christians Brygge,24,Christians Brygge 24,Grøn betalingszone 11kW,Grøn betalingszone,11kW,2,E.On Danmark,Afventer opstilling
elbil_ladestander.248,MULTIPOINT ((12.578140771077386 55.67154794923598)),12.57814077,55.67154795,Christians Brygge elbil_ladestander.248,Christians Brygge,24,Christians Brygge 24,Grøn betalingszone 11kW,Grøn betalingszone,11kW,2,E.On Danmark,Afventer færdigmelding
elbil_ladestander.249,MULTIPOINT ((12.578216845865787 55.67159490302678)),12.57821685,55.6715949,Christians Brygge elbil_ladestander.249,Christians Brygge,24,Christians Brygge 24,Grøn betalingszone 11kW,Grøn betalingszone,11kW,2,E.On Danmark,Afventer opstilling
