FID,wkb_geometry,long,lat,vejkode,vejnavn,name,bydel,stativ_type,stativ_placering,stativ_udformning,cykler_retning,antal_pladser,stativ_tilstand,reg_metode
cykelstativ.694,POINT (12.54853305155163 55.701304380140506),12.54853305,55.70130438,340,Balders Plads,Balders Plads cykelstativ.694,Nørrebro,NO,På plads,Enkeltsidet,Vinkelret,6,Ikke registreret,Digitaliseret manuelt
cykelstativ.695,POINT (12.549232729636904 55.69736273722243),12.54923273,55.69736274,7400,Thorsgade,Thorsgade cykelstativ.695,Nørrebro,Andet,På facade,Enkeltsidet,Skråt 45 grader,8,Ikke registreret,Indmålt med GPS
cykelstativ.696,POINT (12.548878106748829 55.69730612802773),12.54887811,55.69730613,7400,Thorsgade,Thorsgade cykelstativ.696,Nørrebro,Andet,På facade,Enkeltsidet,Skråt 45 grader,28,Ikke registreret,Indmålt med GPS
cykelstativ.697,POINT (12.54877206539394 55.69720667006825),12.54877207,55.69720667,7400,Thorsgade,Thorsgade cykelstativ.697,Nørrebro,NO,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.698,POINT (12.548619019797764 55.69706999958406),12.54861902,55.69707,7400,Thorsgade,Thorsgade cykelstativ.698,Nørrebro,NO,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.699,POINT (12.548787372942602 55.694591206863414),12.54878737,55.69459121,5192,Nørrebrogade,Nørrebrogade cykelstativ.699,Nørrebro,NO,På plads,Enkeltsidet,Vinkelret,5,Ikke registreret,Ikke registreret
cykelstativ.700,POINT (12.548428808343314 55.69428465336732),12.54842881,55.69428465,5192,Nørrebrogade,Nørrebrogade cykelstativ.700,Nørrebro,NO,På plads,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Indmålt med GPS
cykelstativ.701,POINT (12.548417542553105 55.69435839557272),12.54841754,55.6943584,5192,Nørrebrogade,Nørrebrogade cykelstativ.701,Nørrebro,NO,På plads,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Indmålt med GPS
cykelstativ.702,POINT (12.547137829285514 55.69523606377828),12.54713783,55.69523606,5192,Nørrebrogade,Nørrebrogade cykelstativ.702,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Indmålt med GPS
cykelstativ.703,POINT (12.547111782519199 55.69521793776359),12.54711178,55.69521794,2748,Heinesgade,Heinesgade cykelstativ.703,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Indmålt med GPS
cykelstativ.704,POINT (12.547093032849526 55.695329815461676),12.54709303,55.69532982,5192,Nørrebrogade,Nørrebrogade cykelstativ.704,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Ikke registreret
cykelstativ.705,POINT (12.547113383344787 55.695655630158846),12.54711338,55.69565563,7400,Thorsgade,Thorsgade cykelstativ.705,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Indmålt med GPS
cykelstativ.706,POINT (12.54698018131577 55.69705342103357),12.54698018,55.69705342,88,Allersgade,Allersgade cykelstativ.706,Nørrebro,Andet,På facade,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Indmålt med GPS
cykelstativ.707,POINT (12.546639892486818 55.695617390437896),12.54663989,55.69561739,5192,Nørrebrogade,Nørrebrogade cykelstativ.707,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Indmålt med GPS
cykelstativ.708,POINT (12.546559884558027 55.69685150023156),12.54655988,55.6968515,88,Allersgade,Allersgade cykelstativ.708,Nørrebro,Andet,På facade,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Indmålt med GPS
cykelstativ.709,POINT (12.545989610453125 55.69541107737073),12.54598961,55.69541108,3012,Holtegade,Holtegade cykelstativ.709,Nørrebro,Model 32,På gadeareal,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Indmålt med GPS
cykelstativ.710,POINT (12.54603143869169 55.69598098795405),12.54603144,55.69598099,6732,Sorgenfrigade,Sorgenfrigade cykelstativ.710,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Indmålt med GPS
cykelstativ.711,POINT (12.545387266517787 55.69680872483717),12.54538727,55.69680872,5192,Nørrebrogade,Nørrebrogade cykelstativ.711,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Ikke registreret
cykelstativ.1279,POINT (12.546359120977002 55.70227802548981),12.54635912,55.70227803,2552,Hamletsgade,Hamletsgade cykelstativ.1279,Nørrebro,Model 32,Tæt på facade,Enkeltsidet,Vinkelret,12,Ikke registreret,Indmålt med GPS
cykelstativ.1280,POINT (12.545553919047194 55.70182596902029),12.54555392,55.70182597,2552,Hamletsgade,Hamletsgade cykelstativ.1280,Nørrebro,Model 32,Tæt på facade,Enkeltsidet,Vinkelret,16,Ikke registreret,Indmålt med GPS
cykelstativ.1281,POINT (12.545425893020901 55.699651267474096),12.54542589,55.69965127,336,Baldersgade,Baldersgade cykelstativ.1281,Nørrebro,Model 32,På fortov,Enkeltsidet,Skråt 45 grader,9,Ikke registreret,Indmålt med GPS
cykelstativ.1282,POINT (12.545303890100898 55.699542751509846),12.54530389,55.69954275,336,Baldersgade,Baldersgade cykelstativ.1282,Nørrebro,Model 32,På fortov,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Indmålt med GPS
cykelstativ.1283,POINT (12.545405475824564 55.701742926193134),12.54540548,55.70174293,2552,Hamletsgade,Hamletsgade cykelstativ.1283,Nørrebro,Model 32,Tæt på facade,Enkeltsidet,Vinkelret,8,Ikke registreret,Indmålt med GPS
cykelstativ.1284,POINT (12.544997358723638 55.69347252094392),12.54499736,55.69347252,3092,Husumgade,Husumgade cykelstativ.1284,Nørrebro,Andet,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Indmålt med GPS
